Sample	Taxon	Rank	Abundance	Type	IDGroup	SampleName	Strain	Cage	MouseID	Treatment	Colonization	Community	Sex	DOB	Notch	Control	Source
SP_52	Agathobacter	Genus	19835	AbsoluteAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_8	Bariatricus	Genus	19660	AbsoluteAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_52	Parabacteroides	Genus	19542	AbsoluteAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_53	Fusobacterium	Genus	19448	AbsoluteAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_15	Bariatricus	Genus	19406	AbsoluteAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_18	Thomasclavelia	Genus	19307	AbsoluteAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_3	Fusobacterium	Genus	19276	AbsoluteAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_58_re	Parabacteroides	Genus	19195	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_57	Enterocloster	Genus	19117	AbsoluteAbundance	SP_57	Mucus 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Mucus
SP_38	Parabacteroides	Genus	19101	AbsoluteAbundance	SP_38	Feces 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Feces
SP_40	Thomasclavelia	Genus	19077	AbsoluteAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_44	Enterocloster	Genus	18994	AbsoluteAbundance	SP_44	Mucus 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_9	Agathobacter	Genus	18921	AbsoluteAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_23	Enterocloster	Genus	18883	AbsoluteAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_20	Thomasclavelia	Genus	18822	AbsoluteAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_21	Enterocloster	Genus	18813	AbsoluteAbundance	SP_21	Feces 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Feces
SP_2	Enterocloster	Genus	18771	AbsoluteAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_31	Agathobacter	Genus	18659	AbsoluteAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_33	Agathobacter	Genus	18655	AbsoluteAbundance	SP_33	Feces 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Feces
SP_4	Parabacteroides	Genus	18638	AbsoluteAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_58	Fusobacterium	Genus	18581	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_54	Thomasclavelia	Genus	18464	AbsoluteAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_50	Fusobacterium	Genus	18390	AbsoluteAbundance	SP_50	Mucus 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_15	Agathobacter	Genus	18225	AbsoluteAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_55	Thomasclavelia	Genus	18089	AbsoluteAbundance	SP_55	Mucus 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Mucus
SP_3	Agathobacter	Genus	18077	AbsoluteAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_23	Fusobacterium	Genus	18041	AbsoluteAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_53	Enterocloster	Genus	18002	AbsoluteAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_48_re	Fusobacterium	Genus	17976	AbsoluteAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_25	Enterocloster	Genus	17971	AbsoluteAbundance	SP_25	Feces 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_4	Fusobacterium	Genus	17887	AbsoluteAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_5	Thomasclavelia	Genus	17841	AbsoluteAbundance	SP_5	Colon 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_28	Fusobacterium	Genus	17780	AbsoluteAbundance	SP_28	Feces 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Feces
SP_3	Escherichia	Genus	17773	AbsoluteAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_54	Agathobacter	Genus	17642	AbsoluteAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_32	Thomasclavelia	Genus	17631	AbsoluteAbundance	SP_32	Feces 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Feces
SP_47	Escherichia	Genus	17551	AbsoluteAbundance	SP_47	Mucus 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Mucus
SP_58_re	Thomasclavelia	Genus	17516	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_6	Parabacteroides	Genus	17401	AbsoluteAbundance	SP_6	Colon 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_40	Bariatricus	Genus	17362	AbsoluteAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_8	Fusobacterium	Genus	17346	AbsoluteAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_17	Fusobacterium	Genus	17328	AbsoluteAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_51_re	Parabacteroides	Genus	17328	AbsoluteAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_7	Thomasclavelia	Genus	17302	AbsoluteAbundance	SP_7	Colon 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Colon
SP_8	Agathobacter	Genus	17298	AbsoluteAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_24	Parabacteroides	Genus	17294	AbsoluteAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_13	Agathobacter	Genus	17259	AbsoluteAbundance	SP_13	Colon 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Colon
SP_23	Thomasclavelia	Genus	17168	AbsoluteAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_51	Roseburia	Genus	17140	AbsoluteAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_20	Parabacteroides	Genus	17126	AbsoluteAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_2	Thomasclavelia	Genus	17042	AbsoluteAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_12	Agathobacter	Genus	16897	AbsoluteAbundance	SP_12	Colon 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Colon
SP_15	Enterocloster	Genus	16854	AbsoluteAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_16	Enterocloster	Genus	16787	AbsoluteAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_26	Thomasclavelia	Genus	16686	AbsoluteAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_19	Bariatricus	Genus	16669	AbsoluteAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_53	Thomasclavelia	Genus	16653	AbsoluteAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_30	Thomasclavelia	Genus	16643	AbsoluteAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_11	Agathobacter	Genus	16625	AbsoluteAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_24	Bariatricus	Genus	16596	AbsoluteAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_43	Fusobacterium	Genus	16535	AbsoluteAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_2	Agathobacter	Genus	16476	AbsoluteAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_13	Thomasclavelia	Genus	16273	AbsoluteAbundance	SP_13	Colon 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Colon
SP_19	Parabacteroides	Genus	16219	AbsoluteAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_12	Parabacteroides	Genus	16211	AbsoluteAbundance	SP_12	Colon 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Colon
SP_39	Enterocloster	Genus	16199	AbsoluteAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_23	Escherichia	Genus	16079	AbsoluteAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_24	Enterocloster	Genus	16007	AbsoluteAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_9	Thomasclavelia	Genus	15986	AbsoluteAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_31	Bariatricus	Genus	15985	AbsoluteAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_20	Enterocloster	Genus	15973	AbsoluteAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_2	Fusobacterium	Genus	15966	AbsoluteAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_31	Parabacteroides	Genus	15897	AbsoluteAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_17	Bariatricus	Genus	15686	AbsoluteAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_57	Agathobacter	Genus	15664	AbsoluteAbundance	SP_57	Mucus 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Mucus
SP_13	Enterocloster	Genus	15658	AbsoluteAbundance	SP_13	Colon 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Colon
SP_15	Fusobacterium	Genus	15583	AbsoluteAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_48	Agathobacter	Genus	15539	AbsoluteAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_4	Thomasclavelia	Genus	15477	AbsoluteAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_42	Thomasclavelia	Genus	15465	AbsoluteAbundance	SP_42	Mucus 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_2	Bariatricus	Genus	15292	AbsoluteAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_45	Escherichia	Genus	15148	AbsoluteAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_7	Enterocloster	Genus	15006	AbsoluteAbundance	SP_7	Colon 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Colon
SP_15	Parabacteroides	Genus	14988	AbsoluteAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_26	Escherichia	Genus	14952	AbsoluteAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_27	Parabacteroides	Genus	14943	AbsoluteAbundance	SP_27	Feces 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Feces
SP_10	Fusobacterium	Genus	14925	AbsoluteAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_58	Thomasclavelia	Genus	14919	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_9	Parabacteroides	Genus	14915	AbsoluteAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_51	Bariatricus	Genus	14863	AbsoluteAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_49	Thomasclavelia	Genus	14848	AbsoluteAbundance	SP_49	Mucus 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_11	Parabacteroides	Genus	14813	AbsoluteAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_51_re	Thomasclavelia	Genus	14741	AbsoluteAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_45	Parabacteroides	Genus	14645	AbsoluteAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_38	Fusobacterium	Genus	14620	AbsoluteAbundance	SP_38	Feces 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Feces
SP_37	Enterocloster	Genus	14600	AbsoluteAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_11	Fusobacterium	Genus	14591	AbsoluteAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_17	Thomasclavelia	Genus	14526	AbsoluteAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_22	Parabacteroides	Genus	14526	AbsoluteAbundance	SP_22	Feces 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_12	Thomasclavelia	Genus	14488	AbsoluteAbundance	SP_12	Colon 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Colon
SP_29	Agathobacter	Genus	14482	AbsoluteAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_58_re	Enterocloster	Genus	14420	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_17	Agathobacter	Genus	14410	AbsoluteAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_11	Bariatricus	Genus	14405	AbsoluteAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_31	Fusobacterium	Genus	14392	AbsoluteAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_10	Agathobacter	Genus	14332	AbsoluteAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_58	Veillonella	Genus	14205	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_24	Thomasclavelia	Genus	14138	AbsoluteAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_19	Agathobacter	Genus	14048	AbsoluteAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_30	Agathobacter	Genus	14034	AbsoluteAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_19	Thomasclavelia	Genus	14029	AbsoluteAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_17	Veillonella	Genus	13972	AbsoluteAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_56	Veillonella	Genus	13971	AbsoluteAbundance	SP_56	Mucus 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Mucus
SP_54	Parabacteroides	Genus	13963	AbsoluteAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_57	Parabacteroides	Genus	13885	AbsoluteAbundance	SP_57	Mucus 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Mucus
SP_22	Thomasclavelia	Genus	13787	AbsoluteAbundance	SP_22	Feces 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_17	Parabacteroides	Genus	13596	AbsoluteAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_39	Veillonella	Genus	13568	AbsoluteAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_30	Fusobacterium	Genus	13492	AbsoluteAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_52	Thomasclavelia	Genus	13409	AbsoluteAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_52	Enterocloster	Genus	13381	AbsoluteAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_30	Enterocloster	Genus	12977	AbsoluteAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_24	Fusobacterium	Genus	12975	AbsoluteAbundance	SP_24	Feces 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_22	Agathobacter	Genus	12949	AbsoluteAbundance	SP_22	Feces 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_54	Fusobacterium	Genus	12799	AbsoluteAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_39	Agathobacter	Genus	12779	AbsoluteAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_16	Agathobacter	Genus	12764	AbsoluteAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_27	Enterocloster	Genus	12720	AbsoluteAbundance	SP_27	Feces 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Feces
SP_10	Bariatricus	Genus	12718	AbsoluteAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_58_re	Veillonella	Genus	12618	AbsoluteAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_29	Fusobacterium	Genus	12515	AbsoluteAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_8	Thomasclavelia	Genus	12504	AbsoluteAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_16	Escherichia	Genus	12486	AbsoluteAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_18	Parabacteroides	Genus	12447	AbsoluteAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_5	Escherichia	Genus	12360	AbsoluteAbundance	SP_5	Colon 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_30	Bariatricus	Genus	12356	AbsoluteAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_29	Thomasclavelia	Genus	12347	AbsoluteAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_37	Veillonella	Genus	12310	AbsoluteAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_45	Enterocloster	Genus	12242	AbsoluteAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_3	Thomasclavelia	Genus	12197	AbsoluteAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_9	Fusobacterium	Genus	12149	AbsoluteAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
